<TYPE>=CHROM
<LAB NAME>=SRI Instruments
<CLIENT>=Valued Customer
<CLIENT ID>=N2024
<COLLECTION DATE>=
<HOLDING TIME>=
<METHOD>=Syringe Injection
<LAB ID>=
<DESCRIPTION>=TCD-CHANNEL 2
<COLUMN>=RESTEK 15METER MXT-1
<CARRIER>=HELIUM AT 5 PSI
<TEMPERATURE>=
<EVENTS>=ch2.evt
<COMPONENTS>=CornellTCD.cpt
<SAMPLE>=RUN1
<OPERATOR>=
<QC BATCH>=
<CONDITIONS>=TYPE YOUR COMMENTS HERE
<DATE>= 8-17-2019
<TIME>=17:36: 4
<RATE>=5Hz
<SIZE>=4800
<SAMP WEIGHT>=1.000000
<STD WEIGHT>=1.000000
<CONTROL FILENAME>=DEFAULT.CON
12,12
13,20
12,26
3,24
-10,19
-21,15
-31,12
-45,5
-58,0
-70,-5
-82,-10
-87,-8
-87,0
-80,9130
-69,18265
-55,27402
-39,36542
-28,45677
-28,54800
-7,63945
-20795,52281
-60613,21586
-86007,5316
-100447,0
-87781,12169
-52590,46864
-29809,69149
-16784,81678
-9271,88695
-4726,92744
-1831,95142
75,96552
1337,97318
2143,97628
2613,97602
2832,97325
2863,96859
2757,96257
2560,95564
2291,94799
1979,93991
1641,93157
1284,92303
921,91444
534,90561
49,89580
-723,88312
-2070,86469
-4150,83892
-6830,80716
-9767,77283
-12541,74013
-14881,71177
-16774,68788
-18322,66743
-19620,64949
-20735,63338
-21717,61860
-22580,60501
-23133,59452
-23030,59524
-22161,60363
-20628,61866
-18761,63703
-17025,65409
-15621,66783
-14535,67839
-13700,68644
-13056,69258
-12551,69733
-12158,70096
-11857,70367
-11624,70570
-11451,70713
-11324,70810
-11230,70874
-11162,70912
-11114,70930
-11075,70939
-11034,70950
-10991,70963
-10942,70982
-10888,71006
-10832,71032
-10776,71058
-10720,71084
-10662,71112
-10600,71144
-10542,71172
-10487,71197
-10434,71220
-10389,71235
-10339,71255
-10287,71277
-10240,71294
-10192,71312
-10142,71332
-10091,71353
-10037,71376
-9979,71404
-9923,71430
-9867,71456
-9809,71484
-9754,71509
-9706,71527
-9660,71543
-9623,71550
-9588,71555
-9556,71557
-9527,71556
-9498,71555
-9472,71551
-9448,71545
-9426,71537
-9399,71534
-9370,71533
-9328,71545
-9283,71560
-9235,71578
-9190,71593
-9149,71604
-9112,71611
-9082,71611
-9053,71610
-9029,71604
-9005,71598
-8984,71589
-8964,71579
-8945,71568
-8930,71553
-8913,71540
-8893,71530
-8870,71523
-8840,71523
-8806,71527
-8774,71529
-8742,71530
-8713,71529
-8685,71527
-8660,71522
-8638,71514
-8621,71501
-8608,71484
-8601,71461
-8592,71440
-8586,71416
-8580,71392
-8573,71369
-8563,71349
-8550,71332
-8537,71315
-8524,71298
-8515,71277
-8505,71257
-8496,71236
-8490,71212
-8483,71189
-8476,71166
-8470,71142
-8467,71115
-8475,71077
-8487,71035
-8503,70989
-8521,70941
-8532,70900
-8541,70861
-8547,70825
-8549,70793
-8553,70759
-8511,70771
-11822,67430
-19930,59292
-27587,51605
-34388,44774
-37190,41942
-34761,42683
-32463,43294
-30794,43275
-29512,42870
-28404,42291
-27349,41658
-26298,41022
-25237,40396
-24164,39781
-23092,39166
-22033,38538
-20997,37886
-19990,37206
-19020,36489
-18087,35734
-17197,34937
-16356,34090
-15559,33200
-14806,32266
-14097,31287
-13426,30271
-12788,29222
-12188,28134
